Server provider,Specialization,code,Latitude,Longitude,the address,phone,Governorate,area,provider
Tabarak Children's Hospital,hospital,PH04,29.31877254,30.84524124,"Al Khusus - Al Marg Al Khusus Main Road, Hamada Tower",24407544,Qalyubia,Privacy,Misr Life Insurance
Peace Center (Dr. Thomas Amjad),physical therapy,PH44,30.46209308,31.18100808,Al-Kubri Square - Banha,1555905906,Qalyubia,Banha,Egypt Healthcare
Techno Scan Centers (Osama Khalil),Radiology Center,PH17,30.47280231,31.17777173,7 Bank Misr Street off Saad Zaghloul Street – Banha,3271444,Qalyubia,Banha,Suez Canal Insurance
Sama Scan Center (Banha Medical Services),Radiology Center,PH32,31.19127738,29.91758631,Banha: Al-Najda Street - in front of Nasser Preparatory School,1026264666,Qalyubia,Banha,Misr Insurance
Sama Scan Center (Banha Medical Services),Radiology Center,PH76,30.35847134,31.20162148,Al-Naqrashi Street - in front of Toukh Private School,1100057576,Qalyubia,Toukh,AXA Egypt
Dr. Ahmed Farid Youssef Center,Radiology Center,PH11,31.20097996,29.89949814,"Saad Zaghloul Square, Municipality Building – Triangle",3265900,Qalyubia,Banha,MetLife Egypt
Sun Factor,Analysis laboratories,PH12,30.12412684,31.26062833,"1 Ammar Abu Naama Street, corner of Ahmed Orabi Street - Ard Noubar - Shubra El Kheima",19445,Qalyubia,Shubra El Kheima,Misr Life Insurance
El Mokhtabar,Analysis laboratories,PH04,30.12985954,31.24320394,"2 Al Wahda Street, corner of 15 May Street, next to Al Nasajoun, Shubra El Kheima",46047472,Qalyubia,Shubra El Kheima,Egypt Healthcare
Tower Laboratory,Analysis laboratories,PH44,30.45325454,31.19582737,1 Al-Hurriya Street (formerly Toson Street) - Banha,3257690,Qalyubia,Banha,Suez Canal Insurance
Dr. Rami Tantawy Clinic,"Ear, Nose and Throat",PH17,30.46589477,31.1959106,"In front of the university administration building next to Orange, Farid Nada, Banha 2, Al-Qalyubia",1069077973,Qalyubia,Banha,Misr Insurance
Dr. Morsi Mustafa,Heart and blood vessels,PH32,30.47002597,31.17937594,19 Al Amal Street - Banha,1228286778,Qalyubia,Banha,AXA Egypt
Heliopolis Dental Center,teeth,PH76,30.12890698,31.25084616,"1st Street, 15th of May, next to the Teachers' Training School - Shubra El Kheima",48242555,Qalyubia,Shubra El Kheima,MetLife Egypt
Dr. Ahmed Abdel Sattar Al-Tawansi,bones,PH11,30.48038252,31.18726656,Next to the Health Insurance building - Banha,1208981938,Qalyubia,Banha,Misr Life Insurance
Dr. Osama Essawy,bones,PH12,30.47311508,31.1819924,Al-Jamia Street - Behind the University Administration Building - Banha,1014125085,Qalyubia,Banha,Egypt Healthcare
Magdy Pharmacy,pharmacies,PH04,30.14307969,31.28209797,2 Al-Taqwa Mosque Street – Al-Margoushi – Bahtim,48242768,Qalyubia,Behtim,Suez Canal Insurance
Magdy Pharmacy,pharmacies,PH44,30.13777141,31.27119894,"1 Mohanna El-Moanes Street, Bahtim Square, in front of the Electricity Company",48246994,Qalyubia,Behtim,Misr Insurance
Idris's hunting,pharmacies,PH17,30.4725231,31.18069587,"Sh. Ghars El Din, branching off from Sh. El Dahshan, in front of Banha Station",3269026,Qalyubia,Banha,AXA Egypt
Idris's hunting,pharmacies,PH32,26.23558203,32.00304487,"2 Idris Street, Abu Ayad Subdivision, next to the Central Post Office - Banha",3227500,Qalyubia,Banha,MetLife Egypt
Dr. Shawky Abdel Nabi Mohamed Pharmacy,pharmacies,PH76,30.54885187,31.26514747,"Kafr Safa, Kafr Shukr Center - Qalyubia",1005530474,Qalyubia,Kafr Shukr,Misr Life Insurance
Care Pharmacies (Dr. Elsayed Elbadawy Pharmacy),pharmacies,PH11,30.12855153,31.27014084,Dayer El Nahya Street - Shubra El Kheima,011-52248622,Qalyubia,Shubra El Kheima,Egypt Healthcare
Care Pharmacies (New Dr. Albert Pharmacy),pharmacies,PH12,30.12236048,31.24847032,"15th of May Street, Mansheyet El Horreya, Shubra El Kheima",011-01433103,Qalyubia,Shubra El Kheima,Suez Canal Insurance
Care Pharmacies (Shaimaa Ahmed Pharmacy),pharmacies,PH04,30.1209026,31.25423182,5 El Nady El Mou'assasa Street – El Mou'assasa El Omaleya Club wall – Shubra El Kheima,011-50258659,Qalyubia,Shubra El Kheima,Misr Insurance
Care Pharmacy,pharmacies,PH44,30.21829519,31.46144326,"القطعة 50, Al-Qalyubia Governorate",011-27356223,Qalyubia,Behtim,AXA Egypt
Andalus Hospital - Smouha,hospital,PH17,31.21657551,29.94205072,35 Mohamed Bahaa El Din El Fotoury Street - Smouha,34880901,Alexandria,Smouha,MetLife Egypt
New Andalusian Hospital,hospital,PH32,31.20265195,29.91046144,"شارع Estanbol - Salah Moustafa, Bab Sharqi WA Wabour Al Meyah, Bab Shar'",16781,Alexandria,Alexandria,Misr Life Insurance
German Hospital,hospital,PH76,31.23723429,29.95760519,56 Abd El Salam Aref Street – Saba Pasha,5840757,Alexandria,Saba Pasha,Egypt Healthcare
Al-Thaghr Specialized Hospital,hospital,PH11,31.24666391,29.97995842,"14 El Galaa Street - Victoria, in front of Nozha Police Station",5744720,Alexandria,Victoria,Suez Canal Insurance
Alexandria International Hospital,hospital,PH12,31.21605922,29.94200292,"20 Mohamed Bahaa El Din El Ghtoury Street, Smouha",4207243,Alexandria,Smouha,Misr Insurance
Alexandria New Medical Center,hospital,PH04,31.21443056,29.94991544,"14th of May Road, Smouha - Alexandria",4272663,Alexandria,Smouha,AXA Egypt
Abo Hendya Hospital,hospital,PH44,31.10534387,29.7647536,"3 Ajyad Makkah Street, first Qasr El Qowairy, Hanoville, El Agamy, Alexandria",4344612,Alexandria,Al-Ajami,MetLife Egypt
Mustafa Kamel Military Hospital,hospital,PH17,31.22586137,29.94071522,Sidi Gaber,35452013,Alexandria,Sidi Gaber,Misr Life Insurance
Al-Asafra Hospital for Medical Services,hospital,PH32,31.27748417,30.0077018,432 Malak Hefny Street — in front of Asafra Train Station‏,5551612,Alexandria,sparrows,Egypt Healthcare
Al-Asafra Hospital - West,hospital,PH76,31.08567909,29.73273945,"Km 21, Alexandria Matrouh Road, El Sahel",‏9190099‏,Alexandria,Kilometer 21,Suez Canal Insurance
Gift Hospital,hospital,PH11,31.2335451,29.95538797,"‏16 Abd El Salam Aref Street, El Hadaya — Alexandria",‏5831703‏,Alexandria,Saba Pasha,Misr Insurance
Ibrahim Obeid Hospital,hospital,PH12,31.23770505,29.95805281,"76 Abd El Salam Aref Street, Saba Pasha",5824932,Alexandria,Saba Pasha,AXA Egypt
Al Ahly Hospital,hospital,PH04,31.22756389,29.9582989,"21531، 3 Dr Borgi, Abu an Nawatir, Sidi Gaber",5227208,Alexandria,Kafr Abdo,MetLife Egypt
Aqaba Bin Nafeh Hospital,hospital,PH44,31.350772,30.03130075,"1 Street 23, off Street 45, El Asafra",5346777,Alexandria,sparrows,Misr Life Insurance
Isis Hospital,hospital,PH17,31.18855737,29.90325517,"24 Isis Street, next to Bank Misr, Moharram Bek",34948866,Alexandria,Muharram Bey,Egypt Healthcare
Al Safwa Hospital - Al Amriya,hospital,PH32,31.01677395,29.79721968,"Alexandria Desert Road, Omar Ibn El Khattab Street - Amreya",4488764,Alexandria,Al-Amiriya,Suez Canal Insurance
Kasr Elshefa Hospital,hospital,PH76,31.13776905,29.82622315,"El Dekheila, Alexandria Matrouh Road - Alexandria",1211184201,Alexandria,The intruder,Misr Insurance
Al-Riyada Hospital,hospital,PH11,31.21735172,29.92755992,"162 Port Said Street, El Ibrahimeya, Alexandria",35904187,Alexandria,Abrahamic,AXA Egypt
Hanoville Specialized Hospital,hospital,PH12,31.10113412,29.77351621,"El Agamy, Matrouh Road, Dayar El Safa Buildings",34148792,Alexandria,Al-Ajami,MetLife Egypt
Al-Saad Specialized Hospital,hospital,PH04,31.21651033,30.02465306,"El Rahma Street, next to Lesico Company - Khorshid",35180242,Alexandria,Khorshid,Misr Life Insurance
Sahla Hospital,hospital,PH44,31.19135472,29.9084437,"10 Baghdad Street, Moharram Bek, behind the Faculty of Science",33912482,Alexandria,Muharram Bey,Egypt Healthcare
Fatima Al-Zahra Hospital,hospital,PH17,31.10860065,29.7844711,"El Hanoville, El Agamy, Alexandria Matrouh Road",34362700,Alexandria,Al-Ajami,Suez Canal Insurance
Sidi Bishr Royal Hospital,hospital,PH32,31.2616356,29.98512715,"El Sagha Mohamed Abd El Salam Street, Sidi Bishr, El Montazah",35878425,Alexandria,The park,Misr Insurance
ElHKALIL HOSPITAL,hospital,PH76,31.26126169,29.99502758,"21 Khalil Hamada Street, off Abd El Nasser Street",35554305,Alexandria,Gamal Abdel Nasser,AXA Egypt
Dar Al-Ilaj Hospital,hospital,PH11,31.24504287,29.99499661,"El Mo'taz Bellah Towers, next to Carrefour - El Seyouf",15074-0102333 1145,Alexandria,swords,MetLife Egypt
Royal Center for Vascular and Diabetic Foot,hospital,PH12,31.32687821,30.06039422,22 Eskandar El Akbar Street,1278190011,Alexandria,Alexandria,Misr Life Insurance
City Hospital,hospital,PH04,31.24741625,29.97511235,9 Sir Hank Street - Loran,1097779929,Alexandria,Laurent,Egypt Healthcare
El Qimma Laboratories,Analysis laboratories,PH44,31.04113675,31.37859378, Al Louloua Tower - Train Station Square - Mansoura,19445,Daqahliya,Mansoura,Suez Canal Insurance
El Mokhtabar,Analysis laboratories,PH17,31.04824968,31.38321137," El Gomhoureya Street, next to Bank Misr – Mansoura",1090011206,Daqahliya,Mansoura,Misr Insurance
El Mokhtabar,Analysis laboratories,PH32,31.05155783,31.39479851,"8 El-Gaish St, Mansoura Qism 2, El Mansoura",2305284,Daqahliya,Mansoura,AXA Egypt
Al Borg Laboratory,Analysis laboratories,PH76,31.04142725,31.36424921,"1 El Galaa Street, in front of the University Gate - Mansoura",19911,Daqahliya,Mansoura,MetLife Egypt
Al Borg Laboratory,Analysis laboratories,PH11,31.1638059,31.93445653,El Mahatta Square - El Manzala,19911,Daqahliya,Status,Misr Life Insurance
Alborg lab,Analysis laboratories,PH12,31.08084188,31.59778968,Nakrash Street - El Samra Square - Dekernes,19911,Daqahliya,Dekernes,Egypt Healthcare
Alborg lab,Analysis laboratories,PH04,30.88273284,31.45964995,"City Council Square, next to Bank of Cairo - El Senbellawain",19911,Daqahliya,Sinbillawin,Suez Canal Insurance
Alborg lab,Analysis laboratories,PH44,31.19452365,31.52074681,Intersection of El Geish Street with Gawad Hosny Street - Sherbin ,19911,Daqahliya,Sherbin,Misr Insurance
Alborg lab,Analysis laboratories,PH17,30.06360527,31.20391484," Ahmed Orabi Street, next to the City Council",19911,Daqahliya,Mansoura,AXA Egypt
El-Ezaby Pharmacies,pharmacies,PH32,31.04481368,31.36672833,"University, El Gomhorya St, Mansoura Qism 2, El Mansoura 1",2342185,Daqahliya,Mansoura,MetLife Egypt
El-Ezaby Pharmacies,pharmacies,PH76,31.05035443,31.39754417,"Suez Canal St El Mokhtar, Btorell, Suez Canal",235317347,Daqahliya,Mansoura,Misr Life Insurance
Edko Specialized Hospital,hospital,PH11,31.29957243,30.30382902,El Ma'had El Deeny Street - Edko,1227525824,Lake,Adco,Egypt Healthcare
Hospital Pulse of Life,hospital,PH12,31.39473836,30.42116809,10 El Sekka El Gedida Street - Rashid,045 2868284,Lake,Rashid,Suez Canal Insurance
Pasha Hospital Specialist,hospital,PH04,31.39300375,30.41472808,Abd El Salam Aref Street - Rashid,452925100,Lake,Rashid,Misr Insurance
Hassab Labs - Dr. Amina Hassab,Analysis laboratories,PH44,31.05546706,30.46764233,"Ahmed Oraby, Naqraha, Damanhour",3433199,Lake,Itay Al-Baroud,AXA Egypt
Alborg lab,Analysis laboratories,PH17,31.03939918,30.47034439,24 Ahmed Orabi Street - Damanhour,3317499,Lake,Damanhur,MetLife Egypt
El-Dorah Hospital,hospital,PH32,30.97754537,31.17682421,8 El Imam El Shafey Street - El Shamy Division - next to the Heart Center - El Mahalla El Kobra,0402221881-0402221707,Western,El Mahalla El Kubra,Misr Life Insurance
El Mokhtabar,Analysis laboratories,PH76,30.80143906,30.99661824,"71 El Geish Street, in front of the University Hospital – Tanta",3303000,Western,Tanta,Egypt Healthcare
El Mokhtabar,Analysis laboratories,PH11,30.7863447,30.99672774,104 Abd El Kader Helmy Street – Tanta,9117336,Western,Tanta,Suez Canal Insurance
El Mokhtabar,Analysis laboratories,PH12,30.97452386,31.16727342,"13 23rd of July Street, next to Bank of Alexandria – El Mahalla El Kobra",402257235,Western,El Mahalla El Kubra,Misr Insurance
Al Borg Laboratory,Analysis laboratories,PH04,30.83604262,30.81597071,"Mohamed Naguib Square, next to El Hassawy Mosque - Kafr El Zayat",19911,Western,Kafr El-Zayat,AXA Egypt
Al Borg Laboratory,Analysis laboratories,PH44,31.09007752,31.1491121,"Wabour Al-Nour Street, Al Mahalah Al Kubra (Part 2), El Mahalla El Kubra",19911,Western,El Mahalla El Kubra,MetLife Egypt
Al Borg Laboratory,Analysis laboratories,PH17,30.78722474,30.98555455,13 El Nahhas Street (Alexandria Square) - Tanta,19911,Western,Tanta,Misr Life Insurance
Hesab Laboratories,Analysis laboratories,PH32,30.78372054,30.99555358,"5 El Modireya Street, corner of El Bowram Street - Tanta",16987,Western,Tanta,Egypt Healthcare
Fast Lab,Analysis laboratories,PH76,30.96690548,31.16371068,"El Shoun Square, next to Second District, El Mahalla – El Mahalla El Kobra",2251009,Western,El Mahalla El Kubra,Suez Canal Insurance
Safwaa laboratory,Analysis laboratories,PH11,30.80291736,30.99553333,"8 Dr. Negaty Street, off El Bahr Street, Tanta",3348954,Western,Tanta,Misr Insurance
Safwaa laboratory,Analysis laboratories,PH12,30.09578712,31.32244924,"In front of El Horreya Mall, 14 Sharif Street off, Al Ahram,",3418783,Western,Tanta,AXA Egypt
El Safwa Misr Laboratories,Analysis laboratories,PH04,30.80226304,30.99524365,"Doctor Negaty Street, Tanta (Section 2), Tanta, Gharbia, Tanta (Section 2), First Tanta, Gharbia, 31527",216834,Western,Tanta,MetLife Egypt
Bahgat Pharmacy,pharmacies,PH44,30.79222938,30.99891873,"El Geish Street, next to Gas Station - El Shark Insurance Building - Tanta",3313007,Western,Tanta,Misr Life Insurance
El Habashi Pharmacy,pharmacies,PH17,30.96540448,31.16086539,"Next to Abd El-Shafi's Old Grill, 6 Meter Street, El-Mahalla El-Kubra, El-Shoun, Tanta Road, Gharbia Governorate 31951",2201614,Western,El Mahalla El Kubra,Egypt Healthcare
Al-Abour Hospital,hospital,PH32,30.59159058,31.50439978,Ahmed Maher Street - El Obour Square - Zagazig,0122429910-2316363,Eastern,Zagazig,Suez Canal Insurance
Al Tayser International Hospital,hospital,PH76,30.59789254,31.49624164,"Behind Mansoura Station, Mansheyet El Sadat - Zagazig",2360729-2360628-2360727,Eastern,Zagazig,Misr Insurance
Al-Ghandour Hospital,hospital,PH11,30.30477167,31.75750122,"District 24, behind the Higher Institute of Technology - 10th of Ramadan City",0106660662-482220,Eastern,10th of Ramadan,AXA Egypt
El Montazah Hospital,hospital,PH12,30.57735223,31.51252888,El Montazah Square,0552357778-0552307778,Eastern,Zagazig,MetLife Egypt
Qasr Al Hayat Hospital,hospital,PH04,30.63222142,31.41507436,"Km 8, Zagazig-Mit Ghamr Road",552143740,Eastern,Zagazig,Misr Life Insurance
Techno Scan,Radiology Center,PH44,30.61510567,31.50625409,"Security Directorate Street, El Montazah Street, El Akkadeen Tower",2852174,Eastern,Bilbeis,Egypt Healthcare
Al Noor Radiology Center,Radiology Center,PH17,30.61242101,31.50721063,"13 El Geish Street, El Tahrir Square",553236664,Eastern,Zagazig,Suez Canal Insurance
Al Noor Radiology Center,Radiology Center,PH32,30.58364026,31.50154982,"22 Masaleh El Magma'a Street, off El Qawmeya Street",552345666,Eastern,Zagazig,Misr Insurance
El Mokhtabar,Analysis laboratories,PH76,30.29358397,31.74564367,10th of Ramadan City - Dowha El Asher Project,366526,Eastern,10th of Ramadan,AXA Egypt
El Mokhtabar,Analysis laboratories,PH11,30.58968544,31.49640131,"El Montazah District, corner of El Galaa and El Zayat – Zagazig",2336168,Eastern,Zagazig,MetLife Egypt
El Mokhtabar,Analysis laboratories,PH12,30.23607204,31.47042141,"Loulouat El Obour Project, First District Center, in front of the Islamic Complex - Obour",44800665,Eastern,Crossing,Misr Life Insurance
El Mokhtabar,Analysis laboratories,PH04,30.18865197,31.46879104,"Beginning of Gamal Abd El Nasser Street, Batta Square – Belbeis",2871614,Eastern,Bilbeis,Egypt Healthcare
Alborg lab,Analysis laboratories,PH44,30.58412705,31.49991496,"2 Talaat Harb Street, El Corniche Street, Geziret El Manyal - Zagazig",2368411,Eastern,Zagazig,Suez Canal Insurance
Al Borg Laboratory,Analysis laboratories,PH17,30.3193239,31.74508806,El Ordoneya - Abd El Maqsoud Complex - 10th of Ramadan,352620,Eastern,10th of Ramadan,Misr Insurance
Royal Lab Laboratories,Analysis laboratories,PH32,30.28814583,31.74682649,"Dowha El Asher Mall, Building A, Third Floor, 10th of Ramadan",16064,Eastern,Minya al-Qamh,AXA Egypt
Dar El-Shefa Hospital,hospital,PH76,30.37360151,30.51071927,"Fourth District, Services Axis, Second District - El Sadat",2604046,Menoufia,Sadat,MetLife Egypt
El Sadat Central Hospital,hospital,PH11,30.36745632,30.50552622,"First District Services Axis, next to the Engineers Club, El Sadat City, Menoufia",2601055,Menoufia,Sadat,Misr Life Insurance
El Rowad Specialized Hospital,hospital,PH12,30.46733622,30.93376931,Saad Zaghloul Street - Menouf,3677775-3677774,Menoufia,Menouf,Egypt Healthcare
Elaraby Hospital,hospital,PH04,30.2720681,31.02866961,"Ashmon Center, Abou Rahba Village",1159333527,Menoufia,Shebin El Kom,Suez Canal Insurance
El Haya Hospital,hospital,PH44,29.32841846,30.85952191,"8VF5+924, Qesm Al Fayoum, First Al Faiyum",842140173,Faiyum,Faiyum,Misr Insurance
Martyrs' Charity Specialized Hospital,hospital,PH17,30.5894728,30.89797951,"El Darayeb El Ama Street, in front of the Train Station - El Shohada",1228895011,Menoufia,Martyrs,AXA Egypt
Techno Scan Centers (Osama Khalil),Radiology Center,PH32,30.47749781,30.93280809,"Shalaby, Menouf City, Menoufia",2312444,Menoufia,Menouf,MetLife Egypt
Techno Scan Centers (Osama Khalil),Radiology Center,PH76,30.56091845,31.01538294,"Shebin El Kom District, Menoufia",3653577,Menoufia,Shebin El Kom,Misr Life Insurance
Al Borg Laboratory,Analysis laboratories,PH11,30.5569658,31.00831104,"22 El Galaa El Bahary Street, in front of the Courts Complex - Shebin El Kom",3318942,Menoufia,Shebin El Kom,Egypt Healthcare
Al Borg Laboratory,Analysis laboratories,PH12,30.56939002,31.1335191,"Intersection of El Geish Street with El Sabbahy Street, El Hoda Hospital - Quesna",2574948,Menoufia,Qweisna,Suez Canal Insurance
Al Borg Laboratory,Analysis laboratories,PH04,30.48569757,30.96838086,70 Port Said Street - Menouf,3653774,Menoufia,Menouf,Misr Insurance
Al Borg Laboratory,Analysis laboratories,PH44,30.36354289,30.50996274,"9G76+82F, Sadat City,",2614253,Menoufia,Sadat,AXA Egypt
Al Borg Laboratory,Analysis laboratories,PH17,30.72063119,31.25487313,"Ahmed Orabi Street, next to the City Council, opposite El Geish Street - Mit Ghamr",1117773018,Daqahliya,Mit Ghamr,MetLife Egypt
Saridar Laboratory,Analysis laboratories,PH32,30.56423768,31.00687405,"El Hekma Tower, Sharaf Square - Shebin El Kom",9101827,Menoufia,Shebin El Kom,Misr Life Insurance
El Mokhtabar,Analysis laboratories,PH76,30.55892238,31.01021208,76 Gamal Abd El Nasser Street – Shebin El Kom,2327850,Menoufia,Shebin El Kom,Egypt Healthcare
El Mokhtabar,Analysis laboratories,PH11,30.41882626,30.57480701,"Plot 4, Services Axis Street, Second District, in front of the Mall - El Sadat",482614188,Menoufia,Sadat,Suez Canal Insurance
Dr. Peter Samir George Farag,Urinary tract,PH12,30.55408016,31.00880041,"Shebin El Kom, Omar Effendi Street, next to the Train Station, above Sedy Khamis Pharmacy",01028458884 01114825600,Menoufia,Shebin El Kom,Misr Insurance
Allam Pharmacies,pharmacies,PH04,30.55378451,31.00455179,"64 Gamal Abdel Nasser St.، SHEBEIN EL KAWM، EL MONOFEYA,",482223203,Menoufia,Shebin El Kom,AXA Egypt
Hermel Pharmacy,pharmacies,PH44,30.46678391,30.92726911,Harmel Memorial Hospital – Menouf,660011,Menoufia,Menouf,MetLife Egypt
Seif mosque,pharmacies,PH17,30.56532225,31.00639721,"Shebin El Kom, Ahmed Maher Street",2330650,Menoufia,Shebin El Kom,Misr Life Insurance
Dr. Ashraf Zein Pharmacy,pharmacies,PH32,30.56116501,31.00586926,Sharaf Square - El Kawthar Tower - Shebin El Kom,2326496,Menoufia,Shebin El Kom,Egypt Healthcare
Zaref Pharmacy,pharmacies,PH76,30.56018887,31.00681404,The Bus Station Complex - beginning of Mit Khakan Road,1151999586,Menoufia,Shebin El Kom,Suez Canal Insurance
Hisham Taj El-Din Pharmacy,pharmacies,PH11,30.37991203,30.50574287,"El Sadat City, Services Axis, Second District _ Menoufia",1005448752,Menoufia,Sadat,Misr Insurance
Yasser Mohamed El-Saadany Pharmacy,pharmacies,PH12,29.14955971,30.78040951,"El Sadat City, beginning of Seventh Market, in front of El Sadat Fever Hospital, Menoufia",1005360643,Menoufia,Sadat,AXA Egypt
Menoufia Pharmacy,pharmacies,PH04,30.56153946,31.00964405,"Shebin El Kom, Gamal Abd El Nasser Street, Menoufia",2223203,Menoufia,Shebin El Kom,MetLife Egypt
El Ezaby Pharmacy,pharmacies,PH44,30.55705163,31.02031445,"Extending Talaat Harb Street, Eastern Bank, Shebin El Kom, Menoufia",2328954,Menoufia,Shebin El Kom,Misr Life Insurance
Care Pharmacies (Dr. Hussein Najib Srour Pharmacy),pharmacies,PH17,30.56011888,31.00988603,Gamal Abd El Nasser El Bahary Street - next to the Administrative Prosecution - and in front of the Ramad Hospital - Shebin El Kom,482221221,Menoufia,Shebin El Kom,Egypt Healthcare
Care Pharmacies (Dr. Abdul Aziz Mahmoud Pharmacy),pharmacies,PH32,30.55529379,31.01894633,87 Saad Zaghloul Street - Eastern Bank - Shebin El Kom,011-00931284,Menoufia,Shebin El Kom,Suez Canal Insurance
Care Pharmacies (People's Pharmacy),pharmacies,PH76,30.56719145,31.0126815,"2 Shoeir Street, Gamal Abd El Nasser El Bahary - First Shebin El Kom",011-22232471,Menoufia,Shebin El Kom,Misr Insurance
Care Pharmacies (Nour El Din Pharmacy),pharmacies,PH11,30.55924934,31.00640594,Saad Zaghloul Street - Shebin El Kom - Menoufia,011-27225527,Menoufia,Shebin El Kom,AXA Egypt
Care Pharmacies (Health Pharmacy),pharmacies,PH12,30.59588288,30.90064108,El Shohada - Port Said Street - Menoufia Governorate,011-26229661,Menoufia,Martyrs,MetLife Egypt
Al-Fath Specialized Hospital,hospital,PH04,31.11569876,30.9335578,Farid Neda Street (Gehan Saika),3235372-3238929,Kafr El Sheikh,Kafr El Sheikh,Misr Life Insurance
Al-Zahraa Modern Hospital,hospital,PH44,31.11969622,30.94175804,"Awqaf Division, behind the General Hospital",0473138055-01010503535,Kafr El Sheikh,Kafr El Sheikh,Egypt Healthcare
Kafr El Sheikh Military Hospital,hospital,PH17,31.1205566,30.92965297,Kafr El Sheikh,473232129,Kafr El Sheikh,Kafr El Sheikh,Suez Canal Insurance
Desouk Charity Hospital,hospital,PH32,31.13896746,30.6436426,Desouk - intersection of El Geish Street with El Sherkat Street,472553050,Kafr El Sheikh,Desouk,Misr Insurance
Al Borg Laboratory,Analysis laboratories,PH76,31.24435261,30.71239458,"Mabarra Desouk Tower, intersection of El Geish Street and El Sherkat Street - Desouk",1143232866,Kafr El Sheikh,Desouk,AXA Egypt
Al Borg Laboratory,Analysis laboratories,PH11,31.12789203,31.041307,"6 Mohamed Abdo Street, in front of the General Hospital",3212124,Kafr El Sheikh,Kafr El Sheikh,MetLife Egypt
Al Shams Laboratories,Analysis laboratories,PH12,31.13584812,30.1295028,2 El Saha Street - intersection of Saad Zaghloul Street - Desouk,19445,Kafr El Sheikh,Desouk,Misr Life Insurance
First Lab,Analysis laboratories,PH04,31.11255163,30.93874907,"above El Tawheed Wal Nour, Downtown - Kafr El Sheikh",3215644,Kafr El Sheikh,Kafr El Sheikh,Egypt Healthcare
El Mokhtabar,Analysis laboratories,PH44,31.27268646,30.78068213,"El Nady El Reyady Street, Bandar Sidi Salem",452705871,Kafr El Sheikh,Kafr El Sheikh,Suez Canal Insurance
El Mokhtabar,Analysis laboratories,PH17,31.12737162,30.64534547,30 Saad Zaghloul Street with El Thawra,472578021,Kafr El Sheikh,Kafr El Sheikh,Misr Insurance
El Mokhtabar,Analysis laboratories,PH32,31.11222441,30.93928436,"2 El Khulafa'a El Rashideen Street, above the Manufactures Sale, in front of the Administrative Judiciary",473212537,Kafr El Sheikh,Kafr El Sheikh,AXA Egypt
Dr- Mohamed Refaat Pharmacy,pharmacies,PH76,31.20400653,30.59980357,"5HHX+FHQ, South Nile Bridge - opposite Al-Taqwa Mosque village, As Salemeyah, Fuwa, Kafr El-Sheikh Governorate 33511",472902444,Kafr El Sheikh,Desouk,MetLife Egypt
Care Pharmacies (Dr. Tamer Pharmacy),pharmacies,PH11,31.14878355,30.63688243,Intersection of El Thawra Street with Moharram Street,011-01438869,Kafr El Sheikh,Kafr El Sheikh,Misr Life Insurance
Al-Shorouk Pharmacy,pharmacies,PH12,31.3089139,30.90233826,El Nabwy Street - Kafr El Sheikh,011-03217791,Kafr El Sheikh,Kafr El Sheikh,Egypt Healthcare
Suez Canal University Specialized Hospital,hospital,PH04,30.62264535,32.2812056,"Ring Road, Km 4.5 - Ismailia",3210290,Ismailia,Ismailia,Suez Canal Insurance
Al-Ghunaimi Center for Physiotherapy,physical therapy,PH44,30.59179978,32.26782507,"29 Ismail Serry Basha,",3919314,Ismailia,Ismailia,Misr Insurance
Iso Lab Medical Laboratories,Analysis laboratories,PH17,30.6209114,32.26061863,"Next to the Youth Library, Al Madares, Ismailia 2, Ismailia Governorate 8363211",3234146,Ismailia,Ismailia,AXA Egypt
El Mokhtabar,Analysis laboratories,PH32,30.8553317,32.30941298,"El Tahrir Street, El Qantara Gharb - in front of the Peugeot Station",3566793,Ismailia,Ismailia,MetLife Egypt
El Mokhtabar,Analysis laboratories,PH76,30.59184494,32.26590684,41 El Gomhoureya Street (El Talateeny),3922081,Ismailia,Ismailia,Misr Life Insurance
Al Shams Lab,Analysis laboratories,PH11,30.59381355,32.27587594,43 Amro Ibn El Aas Street - First District,19445,Ismailia,Ismailia,Egypt Healthcare
Astra Factor,Analysis laboratories,PH12,30.27300765,31.79223843,"El Qantara Gharb - El Mo'aheda Street, next to the Old Traffic Department",3568666,Ismailia,Ismailia,Suez Canal Insurance
Al-Qana Medical Laboratories,Analysis laboratories,PH04,30.59693809,32.27505923,"Al Matareya, Ismailia 2, Ismailia Governorate 8363171",1015666747,Ismailia,Ismailia,Misr Insurance
Al-Manar Lab for medical analysis,Analysis laboratories,PH44,30.60219856,32.28834256,"J72Q+R84, El Sheikh Zayed, Ismailia 3, Ismailia Governorate 8364146",1005583423,Ismailia,Ismailia,AXA Egypt
Al Borg Laboratory,Analysis laboratories,PH17,30.85665401,32.31278944,"15 El Tahrir Street, El Qantara Gharb",3566386,Ismailia,Ismailia,MetLife Egypt
Makkah Medical Analysis Laboratories,Analysis laboratories,PH32,30.04514394,31.21668907,"Abou Bakr El Seddik Medical Center, the National Bank",1154002542,Ismailia,Ismailia,Misr Life Insurance
El Shefa Pharmacy,pharmacies,PH76,30.59226361,32.2684124,20 Ismail Sery and Alexandria Street – Ismailia,3915000,Ismailia,Ismailia,Egypt Healthcare
